コード,銘柄名,市場,現在値,前日比(%)
4480,メドレー,東P,"1,782","-84.0 (-4.50%) "
4481,ベース,東P,"3,280","-90.0 (-2.67%) "
4482,ウィルズ,東G,"738","-9.0 (-1.20%) "
4483,ＪＭＤＣ,東P,"3,915","-160.0 (-3.93%) "
4484,ランサーズ,東G,"315","+1.0 (+0.32%) "
4486,ユナイトアンドグロウ,東G,"660","-13.0 (-1.93%) "
4487,スペースマーケット,東G,"300","-2.0 (-0.66%) "
4488,ＡＩ　ｉｎｓｉｄｅ,東G,"2,270","-65.0 (-2.78%) "
448A,ＳＳＳＰ　ゴールドヘッジあり,東ETF,"325.5","-4.0 (-1.21%) "
4490,ビザスク,東G,"526","-12.0 (-2.23%) "
4491,コンピューターマネージメント,東S,"2,956","-14.0 (-0.47%) "
4492,ゼネテック,東S,"476","-3.0 (-0.63%) "
4493,サイバーセキュリティクラウド,東G,"1,536","-68.0 (-4.24%) "
4494,バリオセキュア,東S,"747","-8.0 (-1.06%) "
4495,アイキューブドシステムズ,東G,"2,221","-44.0 (-1.94%) "
4496,コマースＯｎｅ　ＨＬＤＧ,東G,"778","-9.0 (-1.14%) "
4498,サイバートラスト,東G,"1,228","-13.0 (-1.05%) "
4499,Ｓｐｅｅｅ,東S,"2,647","+7.0 (+0.27%) "
449A,ＳＳＳＰ　Ｓ＆Ｐ５００ヘッジ無,東ETF,"728.3","+3.9 (+0.54%) "
4502,武田薬品工業,東P,"5,727","-67.0 (-1.16%) "
4503,アステラス製薬,東P,"2,399.5","-85.0 (-3.42%) "
4506,住友ファーマ,東P,"1,959","-462.5 (-19.10%) "
4507,塩野義製薬,東P,"3,497","-56.0 (-1.58%) "
450A,ＳＳＳＰ　Ｓ＆Ｐ５００ヘッジ有,東ETF,"721.2","+12.4 (+1.75%) "
4512,わかもと製薬,東S,"338","+15.0 (+4.64%) "
4516,日本新薬,東P,"5,000","-127.0 (-2.48%) "
4519,中外製薬,東P,"9,872","-273.0 (-2.69%) "
451A,ＳＳＳＰ　Ｓ＆Ｐ５００高配当株,東ETF,"285.5","+0.9 (+0.32%) "
4521,科研製薬,東P,"4,285","-100.0 (-2.28%) "
4523,エーザイ,東P,"4,984","-114.0 (-2.24%) "
4524,森下仁丹,東S,"2,318","-19.0 (-0.81%) "
4526,理研ビタミン,東P,"3,055","-30.0 (-0.97%) "
4527,ロート製薬,東P,"2,343.5","-106.5 (-4.35%) "
4528,小野薬品工業,東P,"2,488","-55.5 (-2.18%) "
452A,ｉＳ　Ｓ＆Ｐ５００プレミインカ,東ETF,"799","+3.0 (+0.38%) "
4530,久光製薬,東P,"6,065","+30.0 (+0.50%) "
4531,有機合成薬品工業,東S,"472","-17.0 (-3.48%) "
4534,持田製薬,東P,"3,805","-115.0 (-2.93%) "
4536,参天製薬,東P,"1,679","-40.5 (-2.36%) "
4538,扶桑薬品工業,東P,"2,425","-53.0 (-2.14%) "
4539,日本ケミファ,東S,"1,730","-49.0 (-2.75%) "
453A,ｉＳ米国債２０年超プレミインカ,東ETF,"821.1","-1.1 (-0.13%) "
4540,ツムラ,東P,"4,000","-156.0 (-3.75%) "
4543,テルモ,東P,"2,013.5","-24.5 (-1.20%) "
4544,Ｈ．Ｕ．グループＨＬＤＧ,東P,"3,356","+25.0 (+0.75%) "
4547,キッセイ薬品工業,東P,"4,790","-70.0 (-1.44%) "
4548,生化学工業,東P,"753","-15.0 (-1.95%) "
4549,栄研化学,東P,"3,100","-35.0 (-1.12%) "
4552,ＪＣＲファーマ,東P,"631","-29.0 (-4.39%) "
4553,東和薬品,東P,"4,225","-160.0 (-3.65%) "
4554,富士製薬工業,東P,"2,328","-33.0 (-1.40%) "
4556,カイノス,東S,"2,278","0.0 (0.00%) "
4558,中京医薬品,東S,"206","0.0 (0.00%) "
4559,ゼリア新薬工業,東P,"2,243","+7.0 (+0.31%) "
455A,バリューソフトＨＬＤＧ,東PRO,"--","-- (--%) "
4563,アンジェス,東G,"56","-2.0 (-3.45%) "
4564,オンコセラピー・サイエンス,東G,"21","0.0 (0.00%) "
4565,ネクセラファーマ,東P,"885","-52.0 (-5.55%) "
4568,第一三共,東P,"2,839","-96.5 (-3.29%) "
4569,杏林製薬,東P,"1,670","-27.0 (-1.59%) "
456A,ＨＵＭＡＮ　ＭＡＤＥ,東G,"3,285","-20.0 (-0.61%) "
4570,免疫生物研究所,東G,"1,529","-86.0 (-5.33%) "
4571,ＮＡＮＯＨＬＤＧ,東G,"175","-5.0 (-2.78%) "
4572,カルナバイオサイエンス,東G,"330","+5.0 (+1.54%) "
4574,大幸薬品,東P,"295","-3.0 (-1.01%) "
4575,キャンバス,東G,"770","-73.0 (-8.66%) "
4576,デ・ウエスタン・セラピテクス,東G,"98","-3.0 (-2.97%) "
4577,ダイト,東P,"1,482","+27.0 (+1.86%) "
4578,大塚ＨＬＤＧ,東P,"10,135","-310.0 (-2.97%) "
4579,ラクオリア創薬,東G,"932","-56.0 (-5.67%) "
457A,ルリアン,東PRO,"--","-- (--%) "
4582,シンバイオ製薬,東G,"131","-16.0 (-10.88%) "
4583,カイオム・バイオサイエンス,東G,"107","-2.0 (-1.83%) "
4584,キッズウェル・バイオ,東G,"270","-4.0 (-1.46%) "
4586,メドレックス,東G,"100","-1.0 (-0.99%) "
4587,ペプチドリーム,東P,"1,367","-63.5 (-4.44%) "
4588,オンコリスバイオファーマ,東G,"2,814","-40.0 (-1.40%) "
458A,プラン・ドゥ,東PRO,"--","-- (--%) "
4591,リボミック,東G,"99","+13.0 (+15.12%) "
4592,サンバイオ,東G,"2,067","-142.0 (-6.43%) "
4593,ヘリオス,東G,"420","-45.0 (-9.68%) "
4594,ブライトパス・バイオ,東G,"62","-2.0 (-3.13%) "
4595,ミズホメディー,東S,"1,866","-52.0 (-2.71%) "
4596,窪田製薬ＨＬＤＧ,東G,"165","-52.0 (-23.96%) "
4597,ソレイジア・ファーマ,東G,"33","-1.0 (-2.94%) "
4598,Ｄｅｌｔａ―Ｆｌｙ　Ｐｈａｒｍ,東G,"241","-6.0 (-2.43%) "
4599,ステムリム,東G,"296","+1.0 (+0.34%) "
459A,野村高利回りＪリート指数ＥＴＦ,東ETF,"11,365","-235.0 (-2.03%) "
460A,ＢＲＡＮＵ,東G,"934","-41.0 (-4.21%) "
4611,大日本塗料,東P,"1,416","-63.0 (-4.26%) "
4612,日本ペイントＨＬＤＧ,東P,"1,084.5","-49.0 (-4.32%) "
4613,関西ペイント,東P,"2,660","-74.0 (-2.71%) "
4615,神東塗料,東S,"126","-1.0 (-0.79%) "
4616,川上塗料,東S,"1,935","-75.0 (-3.73%) "
4617,中国塗料,東P,"4,195","-365.0 (-8.00%) "
4619,日本特殊塗料,東S,"2,416","-54.0 (-2.19%) "
461A,ＭＸＳ日本株高配当Ｓ５０,東ETF,"2,443","-87.0 (-3.44%) "
4620,藤倉化成,東S,"1,213","+41.0 (+3.50%) "
4623,アサヒペン,東S,"1,742","-19.0 (-1.08%) "
4624,イサム塗料,東S,"3,910","-220.0 (-5.33%) "
4625,アトミクス,東S,"810","-43.0 (-5.04%) "
4626,太陽ＨＬＤＧ,東P,"5,132","-168.0 (-3.17%) "
4627,ナトコ,東S,"1,800","+28.0 (+1.58%) "
4628,エスケー化研,東S,"11,300","+10.0 (+0.09%) "
4629,大伸化学,東S,"1,690","-70.0 (-3.98%) "
462A,ＦＵＮＤＩＮＮＯ,東G,"910","-31.0 (-3.29%) "
4631,ＤＩＣ,東P,"4,338","-286.0 (-6.19%) "
4633,サカタインクス,東P,"2,623","-77.0 (-2.85%) "
4634,ａｒｔｉｅｎｃｅ,東P,"4,200","-170.0 (-3.89%) "
4635,東京インキ,東S,"1,675","-97.0 (-5.47%) "
463A,インテリックスＨＬＤＧ,東S,"998","-9.0 (-0.89%) "
4641,アルプス技研,東P,"2,571","-33.0 (-1.27%) "
4642,オリジナル設計,東S,"1,513","-12.0 (-0.79%) "
4644,イマジニア,東S,"1,093","-7.0 (-0.64%) "
4645,市進ＨＬＤＧ,東S,"425","+1.0 (+0.24%) "
464A,ＱＰＳＨＬＤＧ,東G,"2,145","-169.0 (-7.30%) "
4650,ＳＤエンターテイメント,東S,"292","0.0 (0.00%) "
4651,サニックスＨＬＤＧ,東S,"206","-4.0 (-1.90%) "
4657,環境管理センター,東S,"446","-15.0 (-3.25%) "
4658,日本空調サービス,東P,"1,663","-50.0 (-2.92%) "
4659,エイジス,東S,"4,435","-5.0 (-0.11%) "
465A,ＧＸ　日経平均株主還元４０,東ETF,"1,250","-30.0 (-2.34%) "
4661,オリエンタルランド,東P,"2,716","-74.5 (-2.67%) "
4662,フォーカスシステムズ,東P,"1,660","-22.0 (-1.31%) "
4664,アール・エス・シー,東S,"861","-35.0 (-3.91%) "
4665,ダスキン,東P,"4,259","-74.0 (-1.71%) "
4666,パーク２４,東P,"1,985","-100.0 (-4.80%) "
4667,アイサンテクノロジー,東S,"1,967","-100.0 (-4.84%) "
4668,明光ネットワークジャパン,東P,"705","-4.0 (-0.56%) "
466A,ＧＸ　防衛テック　ＥＴＦ,東ETF,"1,263","-14.0 (-1.10%) "
4671,ファルコＨＬＤＧ,東S,"2,698","-32.0 (-1.17%) "
4673,川崎地質,東S,"4,520","-155.0 (-3.32%) "
4674,クレスコ,東P,"1,477","-55.0 (-3.59%) "
4676,フジ・メディアＨＬＤＧ,東P,"3,610","+20.0 (+0.56%) "
4678,秀英予備校,東S,"341","-8.0 (-2.29%) "
4679,田谷,東S,"367","-14.0 (-3.67%) "
467A,ＧＸ　米ドル建て投資適格社債Ｈ,東ETF,"300.7","-0.4 (-0.13%) "
4680,ラウンドワン,東P,"986.3","-51.2 (-4.93%) "
4681,リゾートトラスト,東P,"1,885.5","-49.5 (-2.56%) "
4684,オービック,東P,"4,032","-59.0 (-1.44%) "
4685,菱友システムズ,東S,"3,455","-135.0 (-3.76%) "
4686,ジャストシステム,東P,"3,525","-160.0 (-4.34%) "
4687,ＴＤＣソフト,東P,"1,050","-38.0 (-3.49%) "
4689,ＬＩＮＥヤフー,東P,"375.7","-9.7 (-2.52%) "
468A,ＧＸ　米ドル建て投資適格社債,東ETF,"303.2","0.0 (0.00%) "
4690,日本パレットプール,東S,"2,499","-2.0 (-0.08%) "
4691,ワシントンホテル,東S,"1,516","-27.0 (-1.75%) "
4694,ビー・エム・エル,東P,"4,165","-75.0 (-1.77%) "
469A,フィットクルー,東G,"2,410","-79.0 (-3.17%) "
4704,トレンドマイクロ,東P,"5,129","-149.0 (-2.82%) "
4705,クリップコーポレーション,東S,"883","-7.0 (-0.79%) "
4707,キタック,東S,"329","-8.0 (-2.37%) "
4709,ＩＤ　ＨＬＤＧ,東P,"2,000","-28.0 (-1.38%) "
470A,ローカル,東PRO,"--","-- (--%) "
4712,ＫｅｙＨｏｌｄｅｒ,東S,"751","-5.0 (-0.66%) "
4714,リソー教育グループ,東P,"196","-3.0 (-1.51%) "
4716,日本オラクル,東S,"9,181","-179.0 (-1.91%) "
4718,早稲田アカデミー,東P,"2,012","-29.0 (-1.42%) "
4719,アルファシステムズ,東P,"3,610","-105.0 (-2.83%) "
471A,ＮＳグループ,東P,"1,625","-70.0 (-4.13%) "
4720,城南進学研究社,東S,"292","-4.0 (-1.35%) "
4722,フューチャー,東P,"1,667","-94.0 (-5.34%) "
4725,ＣＡＣ　ＨＬＤＧ,東P,"1,885","-22.0 (-1.15%) "
4728,トーセ,東S,"640","-10.0 (-1.54%) "
472A,ミラティブ,東G,"501","-25.0 (-4.75%) "
4732,ユー・エス・エス,東P,"1,833.5","-55.0 (-2.91%) "
4733,オービックビジネスコンサルタン,東P,"6,200","+37.0 (+0.60%) "
4735,京進,東S,"324","+2.0 (+0.62%) "
4736,日本ラッド,東S,"622","-9.0 (-1.43%) "
473A,ニッセイＥＴＦ　日経２２５,東ETF,"1,131","-36.0 (-3.08%) "
4743,アイティフォー,東P,"1,681","-35.0 (-2.04%) "
4746,東計電算,東S,"4,255","-105.0 (-2.41%) "
4750,ダイサン,東S,"570","-24.0 (-4.04%) "
4751,サイバーエージェント,東P,"1,256","-91.0 (-6.76%) "
4752,昭和システムエンジニアリング,東S,"1,621","+6.0 (+0.37%) "
4754,トスネット,東S,"1,538","+15.0 (+0.98%) "
4755,楽天グループ,東P,"789.5","-22.0 (-2.71%) "
475A,ギミック,東S,"1,107","+7.0 (+0.64%) "
4760,アルファ,東S,"1,580","-20.0 (-1.25%) "
4761,さくらケーシーエス,東S,"1,295","-41.0 (-3.07%) "
4762,エックスネット,東S,"1,547","-2.0 (-0.13%) "
4763,クリーク・アンド・リバー社,東P,"1,419","-50.0 (-3.40%) "
4765,ＳＢＩグローバルアセットマネジ,東P,"594","-16.0 (-2.62%) "
4766,ピーエイ,東S,"234","-1.0 (-0.43%) "
4767,テー・オー・ダブリュー,東S,"371","-9.0 (-2.37%) "
4768,大塚商会,東P,"3,032","-68.0 (-2.19%) "
4769,ＩＣ,東S,"1,029","0.0 (0.00%) "
476A,辻・本郷ＩＴコンサルティング,東S,"1,642","-33.0 (-1.97%) "
4771,エフアンドエム,東S,"2,294","-30.0 (-1.29%) "
4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮ,東G,"95","-1.0 (-1.04%) "
4776,サイボウズ,東P,"2,127","-64.0 (-2.92%) "
4777,ガーラ,東S,"200","-5.0 (-2.44%) "
477A,スタートライン,東G,"710","-23.0 (-3.14%) "
4783,ＮＣＤ,東S,"3,360","-50.0 (-1.47%) "
4784,ＧＭＯインターネット,東P,"731","-24.0 (-3.18%) "
478A,フツパー,東G,"701","-44.0 (-5.91%) "
4792,山田コンサルティンググループ,東P,"1,678","-21.0 (-1.24%) "
479A,ＰＲＯＮＩ,東G,"1,444","-23.0 (-1.57%) "
4800,オリコン,東S,"873","-3.0 (-0.34%) "
4801,セントラルスポーツ,東P,"2,426","-30.0 (-1.22%) "
4809,パラカ,東P,"2,008","-19.0 (-0.94%) "
480A,リブ・コンサルティング,東G,"1,112","-32.0 (-2.80%) "
4811,ドリーム・アーツ,東G,"801","-48.0 (-5.65%) "
4812,電通総研,東P,"1,897","-38.0 (-1.96%) "
4813,ＡＣＣＥＳＳ,東P,"596","-15.0 (-2.45%) "
4814,ネクストウェア,東S,"192","-6.0 (-3.03%) "
4816,東映アニメーション,東S,"2,428","+18.0 (+0.75%) "
4819,デジタルガレージ,東P,"2,002","-14.0 (-0.69%) "
481A,ＪＳｅｃｕｒｉｔｙ,東PRO,"--","-- (--%) "
4820,イーエムシステムズ,東P,"688","-13.0 (-1.85%) "
4825,ウェザーニューズ,東P,"2,044","-46.0 (-2.20%) "
4826,ＣＩＪ,東P,"505","-18.0 (-3.44%) "
4828,ビジネスエンジニアリング,東P,"1,333","-18.0 (-1.33%) "
4829,日本エンタープライズ,東S,"130","-2.0 (-1.52%) "
4832,ＪＦＥシステムズ,東S,"2,092","-62.0 (-2.88%) "
4833,Ｄｅｆ　ｃｏｎｓｕｌｔｉｎｇ,東G,"72","-2.0 (-2.70%) "
4838,スペースシャワーＳＫＩＹＡＫＩ,東S,"850","-43.0 (-4.82%) "
4839,ＷＯＷＯＷ,東P,"1,282","-16.0 (-1.23%) "
483A,テラテクノロジー,東S,"2,185","-32.0 (-1.44%) "
4840,トライアイズ,東S,"468","+15.0 (+3.31%) "
4845,スカラ,東P,"360","-3.0 (-0.83%) "
4847,インテリジェント　ウェイブ,東P,"980","-17.0 (-1.71%) "
4848,フルキャストＨＬＤＧ,東P,"1,633","-41.0 (-2.45%) "
4849,エン,東P,"1,144","-42.0 (-3.54%) "
484A,ニューズドテック,東PRO,"--","-- (--%) "
485A,パワーエックス,東G,"4,435","-105.0 (-2.31%) "
486A,ＮＦ　ユーロ５０　ヘッジなし,東ETF,"2,071","-41.0 (-1.94%) "
4875,メディシノバ,東S,"233","-9.0 (-3.72%) "
487A,ＮＦ　ドイツＤＡＸ　ヘッジなし,東ETF,"2,006","-50.0 (-2.43%) "
4880,セルソース,東P,"382","-15.0 (-3.78%) "
4881,ファンペップ,東G,"91","-3.0 (-3.19%) "
4882,ペルセウスプロテオミクス,東G,"224","-7.0 (-3.03%) "
4883,モダリス,東G,"55","-2.0 (-3.51%) "
4884,クリングルファーマ,東G,"395","0.0 (0.00%) "
4885,室町ケミカル,東S,"1,151","-54.0 (-4.48%) "
4886,あすか製薬ＨＬＤＧ,東P,"2,360","-123.0 (-4.95%) "
4887,サワイグループＨＬＤＧ,東P,"2,266.5","-42.5 (-1.84%) "
4888,ステラファーマ,東G,"491","-5.0 (-1.01%) "
4889,レナサイエンス,東G,"1,904","-70.0 (-3.55%) "
488A,ｉＳ　円高フォーカス　ＥＴＦ,東ETF,"787.5","-2.1 (-0.27%) "
4890,坪田ラボ,東G,"275","-11.0 (-3.85%) "
4891,ティムス,東G,"148","+1.0 (+0.68%) "
4892,サイフューズ,東G,"628","-17.0 (-2.64%) "
4893,ノイルイミューン・バイオ,東G,"156","-12.0 (-7.14%) "
4894,クオリプス,東G,"6,740","-610.0 (-8.30%) "
4896,ケイファーマ,東G,"871","+11.0 (+1.28%) "
489A,ＪＲＥＩＴ物流フォーカスＥＴＦ,東ETF,"960","0.0 (0.00%) "
4901,富士フイルムＨＬＤＧ,東P,"3,068","-102.0 (-3.22%) "
4902,コニカミノルタ,東P,"558.8","-26.7 (-4.56%) "
490A,センス・トラスト,東PRO,"--","-- (--%) "
4911,資生堂,東P,"3,068","-171.0 (-5.28%) "
4912,ライオン,東P,"1,757","-117.5 (-6.27%) "
4914,高砂香料工業,東P,"1,301","-45.0 (-3.34%) "
4917,マンダム,東P,"3,085","-25.0 (-0.80%) "
4918,アイビー化粧品,東S,"403","-4.0 (-0.98%) "
4919,ミルボン,東P,"2,705","-88.0 (-3.15%) "
491A,ｉＳＳＰ５００　除く金融ヘジ,東ETF,"498.6","0.0 (0.00%) "
4920,日本色材工業研究所,東S,"1,146","-32.0 (-2.72%) "
4922,コーセーＨＬＤＧ,東P,"5,895","-367.0 (-5.86%) "
4923,コタ,東P,"1,311","-19.0 (-1.43%) "
4925,ハーバー研究所,東S,"1,810","-29.0 (-1.58%) "
4926,シーボン,東S,"1,359","-6.0 (-0.44%) "
4927,ポーラ・オルビスＨＬＤＧ,東P,"1,337","-39.5 (-2.87%) "
4928,ノエビアＨＬＤＧ,東P,"4,630","-105.0 (-2.22%) "
4929,アジュバンＨＬＤＧ,東S,"815","-4.0 (-0.49%) "
492A,Ｏｎｅ日本高クーポン１０年未,東ETF,"1,010","-0.5 (-0.05%) "
4931,新日本製薬,東P,"2,065","-37.0 (-1.76%) "
4932,アルマード,東S,"895","-28.0 (-3.03%) "
4933,Ｉ−ｎｅ,東P,"1,085","-2.0 (-0.18%) "
4934,プレミアアンチエイジング,東G,"774","-6.0 (-0.77%) "
4935,リベルタ,東S,"325","-20.0 (-5.80%) "
4936,アクシージア,東S,"365","-13.0 (-3.44%) "
4937,Ｗａｑｏｏ,東G,"1,578","+41.0 (+2.67%) "
493A,Ｏｎｅ　日本国債　１−３年,東ETF,"997.1","-2.1 (-0.21%) "
494A,Ｏｎｅ　日本国債　３−７年,東ETF,"1,004","-0.5 (-0.05%) "
4951,エステー,東P,"1,537","-36.0 (-2.29%) "
4956,コニシ,東P,"1,384","-3.0 (-0.22%) "
4957,ヤスハラケミカル,東S,"1,372","+1.0 (+0.07%) "
4958,長谷川香料,東P,"2,843","-73.0 (-2.50%) "
495A,Ｏｎｅ　日本国債　７−１０年,東ETF,"1,006","-3.0 (-0.30%) "
4960,ケミプロ化成,東S,"660","-42.0 (-5.98%) "
4966,上村工業,東S,"21,650","-630.0 (-2.83%) "
4967,小林製薬,東P,"5,658","-155.0 (-2.67%) "
4968,荒川化学工業,東P,"1,459","-63.0 (-4.14%) "
496A,Ｏｎｅ　日本国債　１７−２０年,東ETF,"1,031","-5.0 (-0.48%) "
4970,東洋合成工業,東S,"11,070","-590.0 (-5.06%) "
4971,メック,東P,"7,010","-140.0 (-1.96%) "
4972,綜研化学,東S,"3,130","-110.0 (-3.40%) "
4973,日本高純度化学,東P,"5,070","-130.0 (-2.50%) "
4974,タカラバイオ,東P,"1,146","-1.0 (-0.09%) "
4975,ＪＣＵ,東P,"6,420","-550.0 (-7.89%) "
4976,東洋ドライルーブ,東S,"1,500","-62.0 (-3.97%) "
4977,新田ゼラチン,東S,"1,440","-28.0 (-1.91%) "
4978,リプロセル,東G,"179","-2.0 (-1.10%) "
4979,ＯＡＴアグリオ,東S,"2,295","-35.0 (-1.50%) "
497A,インバウンド消費関連　日本株,東ETF,"10,205","-340.0 (-3.22%) "
4980,デクセリアルズ,東P,"2,374","-202.0 (-7.84%) "
4985,アース製薬,東P,"4,975","-135.0 (-2.64%) "
498A,防衛・航空宇宙　欧州株,東ETF,"9,828","-192.0 (-1.92%) "
4990,昭和化学工業,東S,"538","-41.0 (-7.08%) "
4992,北興化学工業,東S,"1,798","-62.0 (-3.33%) "
4994,大成ラミックグループ,東S,"2,748","-28.0 (-1.01%) "
4996,クミアイ化学工業,東P,"707","-11.0 (-1.53%) "
4997,日本農薬,東P,"1,050","-23.0 (-2.14%) "
4998,フマキラー,東S,"1,175","-12.0 (-1.01%) "
499A,ラグジュアリー厳選１０欧州株,東ETF,"9,101","-350.0 (-3.70%) "
500A,ＴＯブックス,東S,"3,230","-95.0 (-2.86%) "
5010,日本精蝋,東S,"301","-17.0 (-5.35%) "
5011,ニチレキグループ,東P,"2,305","-66.0 (-2.78%) "
5013,ユシロ,東S,"3,200","-100.0 (-3.03%) "
5015,ビーピー・カストロール,東S,"998","0.0 (0.00%) "
5016,ＪＸ金属,東P,"4,304","-52.0 (-1.19%) "
5018,ＭＯＲＥＳＣＯ,東S,"2,053","-31.0 (-1.49%) "
5019,出光興産,東P,"1,472","-46.5 (-3.06%) "
501A,プレシャスパートナーズ,東PRO,"--","-- (--%) "
5020,ＥＮＥＯＳ　ＨＬＤＧ,東P,"1,447.5","-96.5 (-6.25%) "
5021,コスモエネルギーＨＬＤＧ,東P,"4,652","-288.0 (-5.83%) "
5022,レボインターナショナル,東PRO,"--","-- (--%) "
5025,マーキュリー,東G,"720","-4.0 (-0.55%) "
5026,トリプルアイズ,東G,"692","-27.0 (-3.76%) "
5027,ＡｎｙＭｉｎｄ　Ｇｒｏｕｐ,東G,"499","-1.0 (-0.20%) "
5028,セカンドサイトアナリティカ,東G,"360","-16.0 (-4.26%) "
5029,サークレイス,東G,"581","-33.0 (-5.37%) "
502A,ＧＸ　超短期円建て債券　ＥＴＦ,東ETF,"900.6","+0.1 (+0.01%) "
5031,モイ,東G,"301","-9.0 (-2.90%) "
5032,ＡＮＹＣＯＬＯＲ,東P,"3,570","-275.0 (-7.15%) "
5033,ヌーラボ,東G,"745","-10.0 (-1.32%) "
5034,ｕｎｅｒｒｙ,東G,"2,451","+23.0 (+0.95%) "
5035,ＨＯＵＳＥＩ,東G,"416","-4.0 (-0.95%) "
5036,日本ビジネスシステムズ,東P,"1,592","-18.0 (-1.12%) "
5037,フィットワークス,東PRO,"--","-- (--%) "
5038,ｅＷｅＬＬ,東G,"2,229","+6.0 (+0.27%) "
503A,ベルチャイルド,東PRO,"--","-- (--%) "
504A,イノバセル,東G,"1,065","-5.0 (-0.47%) "
505A,ギークリー,東S,"1,509","-81.0 (-5.09%) "
506A,シンカナース,東PRO,"--","-- (--%) "
5071,ヴィス,東S,"1,680","-8.0 (-0.47%) "
5072,アートフォースジャパン,東PRO,"--","-- (--%) "
5074,テスＨＬＤＧ,東P,"567","-16.0 (-2.74%) "
5075,アップコン,名N,"1,220","+29.0 (+2.43%) "
5076,インフロニア・ＨＬＤＧ,東P,"2,475","-80.0 (-3.13%) "
5077,ハンズ,東PRO,"--","-- (--%) "
5078,セレ,東S,"4,945","-195.0 (-3.79%) "
5079,ノバック,東S,"2,851","-53.0 (-1.83%) "
507A,デジタル・ナレッジ,東PRO,"--","-- (--%) "
509A,グリーンライト・再エネインフラ,東,"--","-- (--%) "
5101,横浜ゴム,東P,"7,034","-440.0 (-5.89%) "
5103,昭和ＨＬＤＧ,東S,"43","-1.0 (-2.27%) "
5105,ＴＯＹＯ　ＴＩＲＥ,東P,"4,174","-389.0 (-8.53%) "
5108,ブリヂストン,東P,"3,576","-122.0 (-3.30%) "
510A,ハートアップ,東PRO,"--","-- (--%) "
5110,住友ゴム工業,東P,"2,388.5","-185.5 (-7.21%) "
511A,ヴァンガードスミス,東,"--","-- (--%) "
5121,藤倉コンポジット,東P,"2,593","-131.0 (-4.81%) "
5122,オカモト,東P,"6,000","-170.0 (-2.76%) "
5125,ファインズ,東G,"658","-42.0 (-6.00%) "
5126,ポーターズ,東G,"1,585","+33.0 (+2.13%) "
5129,ＦＩＸＥＲ,東G,"382","-2.0 (-0.52%) "
512A,ＧＸ　ステコ＆トークン　ＥＴＦ,東ETF,"1,066","+15.0 (+1.43%) "
5130,ヒロＨＬＤＧ,東PRO,"--","-- (--%) "
5131,リンカーズ,東G,"149","-2.0 (-1.32%) "
5132,ｐｌｕｓｚｅｒｏ,東G,"2,124","-61.0 (-2.79%) "
5133,テリロジーＨＬＤＧ,東S,"337","-17.0 (-4.80%) "
5134,ＰＯＰＥＲ,東G,"476","-9.0 (-1.86%) "
5135,ＡＩＲ−Ｕ,東PRO,"--","-- (--%) "
5136,ｔｒｉｐｌａ,東G,"1,346","-103.0 (-7.11%) "
5137,スマートドライブ,東G,"278","-13.0 (-4.47%) "
5138,Ｒｅｂａｓｅ,東G,"618","-26.0 (-4.04%) "
5139,オープンワーク,東G,"911","-14.0 (-1.51%) "
513A,ＧＸ防衛テック　日株　ＥＴＦ,東ETF,"989","-49.0 (-4.72%) "
5142,アキレス,東P,"1,700","-70.0 (-3.95%) "
514A,孫の手,東,"--","-- (--%) "
515A,ｉＳ　高格付け日本円社債,東,"--","-- (--%) "
5161,西川ゴム工業,東S,"4,270","-150.0 (-3.39%) "
5162,朝日ラバー,東S,"780","-16.0 (-2.01%) "
516A,ｉＦ　米ドル・ブル　１倍,東ETF,"2,014","0.0 (0.00%) "
517A,ｉＦ　米ドル・ベア　１倍,東ETF,"1,995","0.0 (0.00%) "
5184,ニチリン,東S,"4,220","-80.0 (-1.86%) "
5185,フコク,東P,"1,937","-49.0 (-2.47%) "
5186,ニッタ,東P,"4,540","-120.0 (-2.58%) "
5187,クリエートメディック,東S,"1,197","+5.0 (+0.42%) "
5189,櫻護謨,東S,"3,225","-70.0 (-2.12%) "
518A,ＮＦ　ＦＴＳＥ日株高配ＣＦ５０,東ETF,"1,950","0.0 (0.00%) "
5192,三ツ星ベルト,東P,"4,175","-105.0 (-2.45%) "
5194,相模ゴム工業,東S,"670","-8.0 (-1.18%) "
5195,バンドー化学,東P,"2,266","-105.0 (-4.43%) "
5199,不二ラテックス,東S,"2,150","+40.0 (+1.90%) "
519A,ベーシック,東,"--","-- (--%) "
5201,ＡＧＣ,東P,"6,644","-286.0 (-4.13%) "
5202,日本板硝子,東P,"589","-25.0 (-4.07%) "
5204,石塚硝子,東S,"3,975","-20.0 (-0.50%) "
5208,有沢製作所,東P,"2,594","-60.0 (-2.26%) "
520A,ジェイファーマ,東,"--","-- (--%) "
5210,日本山村硝子,東S,"3,215","-195.0 (-5.72%) "
5214,日本電気硝子,東P,"6,847","-218.0 (-3.09%) "
5216,倉元製作所,東S,"187","-9.0 (-4.59%) "
5218,オハラ,東S,"1,155","-33.0 (-2.78%) "
521A,ｉＦ　ＥＴＦ　ＦＡＮＧゴールド,東,"--","-- (--%) "
5232,住友大阪セメント,東P,"4,514","-124.0 (-2.67%) "
5233,太平洋セメント,東P,"4,169","-257.0 (-5.81%) "
5237,ノザワ,東S,"1,100","-12.0 (-1.08%) "
